English;Swedish;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
forceps;;0;0;0;0;0;0;0;0;0;0
forcibly;;0;1;1;0;0;1;0;0;0;0
ford;vadställe;0;0;0;0;0;0;0;0;0;0
fore;främre;1;0;0;0;0;0;0;0;0;0
forearm;;0;0;1;1;0;0;0;0;0;0
foreboding;;0;1;0;1;0;1;0;0;0;0
forecast;;0;0;0;1;0;0;0;0;0;1
forecaster;;0;0;0;0;0;0;0;0;0;0
foreclose;;0;1;0;0;0;1;0;1;0;0
forefathers;;1;0;0;0;0;0;1;0;0;1
forefinger;;0;0;0;0;0;0;0;0;0;0
forego;;0;1;0;0;0;0;0;0;0;0
foregoing;;1;0;0;0;0;0;0;0;0;0
foregone;;0;0;0;0;0;0;0;0;0;0
foreground;;0;0;0;0;0;0;0;0;0;0
forehead;;0;0;0;0;0;0;0;0;0;0
foreign;utländsk;0;1;0;0;0;0;0;0;0;0
foreigner;;0;1;0;0;0;1;0;0;0;0
foreman;;1;0;0;0;0;0;0;0;0;0
forensic;rättsmedicinsk;0;0;0;0;0;0;0;0;0;0
forerunner;;1;0;0;0;0;0;0;0;0;0
foresee;;1;0;0;1;0;0;0;0;1;1
foreseen;;1;0;0;1;0;0;0;0;0;0
foresight;;1;0;0;1;0;0;0;0;0;1
forest;;0;0;0;0;0;0;0;0;0;0
forethought;;0;0;0;0;0;0;0;0;0;0
forewarned;;0;1;0;1;0;1;0;0;0;0
foreword;;0;0;0;0;0;0;0;0;0;0
forfeit;förverka;0;1;1;0;0;0;0;1;0;0
forfeited;;0;1;0;0;0;0;0;0;0;0
forfeiture;;0;1;0;0;0;1;0;1;0;0
forge;smedja;1;0;0;0;0;0;0;0;0;0
forgery;;0;1;0;0;0;0;0;0;0;0
forget;;0;1;0;0;0;0;0;0;0;0
forgetful;;0;0;0;0;0;0;0;0;0;0
forgetfulness;;0;0;0;0;0;0;0;0;0;0
forgive;;1;0;0;0;0;0;0;0;0;0
forgiven;;1;0;0;0;0;0;0;0;0;0
forgiving;;1;0;0;0;0;0;0;0;0;1
forgotten;glömt;0;1;0;0;0;1;0;1;0;0
fork;gaffel;0;0;0;0;0;0;0;0;0;0
forked;;0;0;0;0;0;0;0;0;0;0
forking;;0;0;0;0;0;0;0;0;0;0
forlorn;övergiven;0;1;0;0;0;0;0;1;0;0
form;;0;0;0;0;0;0;0;0;0;0
formalism;;0;0;0;0;0;0;0;0;0;0
formality;;0;0;0;0;0;0;0;0;0;1
formation;;0;0;0;0;0;0;0;0;0;0
formative;;1;0;0;0;0;0;0;0;0;1
formed;;0;0;0;0;0;0;0;0;0;0
formidable;;0;0;0;0;0;1;0;0;0;0
forming;;0;0;0;1;0;0;0;0;0;0
formless;;0;1;0;0;0;0;0;0;0;0
formula;;1;0;0;0;0;0;0;0;0;1
formulary;;0;0;0;0;0;0;0;0;0;0
formulate;;0;0;0;0;0;0;0;0;0;0
fornication;;0;1;0;0;0;0;0;0;0;0
forsake;;0;1;0;0;0;0;0;1;0;0
forsaken;;0;1;1;0;0;0;0;1;0;0
forsooth;;0;0;0;0;0;0;0;0;0;0
fort;;0;0;0;0;0;0;0;0;0;1
forte;;1;0;0;0;0;0;0;0;0;0
forthcoming;;1;0;0;0;0;0;0;0;0;0
forthwith;;0;0;0;0;0;0;0;0;0;0
fortification;;0;0;0;0;0;0;0;0;0;0
fortify;;1;0;0;0;0;0;0;0;0;0
fortitude;;1;0;0;0;0;0;1;0;0;1
fortnightly;;0;0;0;0;0;0;0;0;0;0
fortress;;1;0;0;0;0;1;0;1;0;1
fortuitous;;0;0;0;0;0;0;0;0;0;0
fortunate;;1;0;0;0;0;0;0;0;0;0
fortune;;1;0;0;1;0;0;1;0;1;1
forty;;0;0;0;0;0;0;0;0;0;0
forum;;0;0;0;0;0;0;0;0;0;0
forward;;1;0;0;0;0;0;0;0;0;0
fossil;;0;0;0;0;0;0;0;0;0;0
fossils;;0;0;0;0;0;0;0;0;0;0
foul;;0;1;1;0;1;1;0;0;0;0
found;hittades;1;0;0;0;0;0;1;0;0;1
foundation;;1;0;0;0;0;0;0;0;0;0
founder;;0;0;0;0;0;0;0;0;0;0
foundry;;0;0;0;0;0;0;0;0;0;0
fountain;;0;0;0;0;0;0;0;0;0;0
fourfold;;0;0;0;0;0;0;0;0;0;0
fourth;;0;0;0;0;0;0;0;0;0;0
fowl;;0;0;0;0;0;0;0;0;0;0
fox;;0;0;0;0;0;0;0;0;0;0
foxy;;0;0;0;0;0;0;0;0;0;0
fraction;;0;0;0;0;0;0;0;0;0;0
fractional;;0;0;0;0;0;0;0;0;0;0
fracture;;0;1;0;0;0;0;0;0;0;0
fragile;bräcklig;0;1;0;0;0;1;0;1;0;0
fragility;;0;0;0;0;0;0;0;0;0;0
fragment;;0;0;0;0;0;0;0;0;0;0
fragmentary;;0;0;0;0;0;0;0;0;0;0
fragrance;;0;0;0;0;0;0;0;0;0;0
fragrant;;1;0;0;0;0;0;0;0;0;0
frailty;;0;1;0;0;0;0;0;1;0;0
framework;;0;0;0;0;0;0;0;0;0;1
franchise;;0;0;0;0;0;0;0;0;0;0
frank;;1;0;0;0;0;0;0;0;0;1
frankness;;1;0;0;0;0;0;0;0;0;1
frantic;;0;1;0;1;1;1;0;0;1;0
fraternal;;1;0;0;0;0;0;1;0;0;1
fraternity;;0;0;0;0;0;0;0;0;0;0
fraud;;0;1;1;0;0;0;0;0;0;0
fraudulent;;0;1;1;0;1;0;0;0;0;0
fraught;;0;1;0;0;0;1;0;1;0;0
fray;;0;1;0;0;0;0;0;0;0;0
frayed;;0;1;0;0;0;0;0;1;0;0
freak;;0;0;0;0;0;0;0;0;0;0
freakish;;0;1;0;0;1;1;0;0;1;0
freedom;;1;0;0;0;0;0;1;0;0;1
freehold;;0;0;0;0;0;0;0;0;0;0
freelance;;0;0;0;0;0;0;0;0;0;0
freely;;1;0;0;0;0;0;1;0;0;1
freeway;;0;0;0;0;0;0;0;0;0;0
freeze;;0;0;0;0;0;0;0;0;0;0
freezer;;0;0;0;0;0;0;0;0;0;0
freezing;;0;1;0;0;0;0;0;0;0;0
freight;;0;0;0;0;0;0;0;0;0;0
frenetic;;0;1;1;0;0;1;0;0;1;0
frenzied;;0;1;1;0;0;1;0;0;0;0
frenzy;;0;1;0;0;0;0;0;0;0;0
frequency;;0;0;0;0;0;0;0;0;0;0
frequent;;0;0;0;0;0;0;0;0;0;0
frequently;;0;0;0;0;0;0;0;0;0;0
fresco;;0;0;0;0;0;0;0;0;0;0
freshman;förstaårselev;0;0;0;0;0;0;0;0;0;0
fret;;0;1;0;0;0;1;0;0;0;0
friction;;0;0;1;0;0;0;0;0;0;0
friend;;1;0;0;0;0;0;1;0;0;1
friendliness;;1;0;0;0;0;0;1;0;0;1
friendly;;1;0;0;1;0;0;1;0;0;1
friendship;;1;0;0;0;0;0;1;0;0;1
frigate;;0;0;0;0;0;1;0;0;0;0
fright;;0;1;0;0;0;1;0;0;1;0
frighten;;0;1;0;0;0;1;0;1;1;0
frightened;;0;1;0;0;0;1;0;0;1;0
frightful;;0;1;1;0;0;1;0;1;0;0
frigid;kylig;0;1;0;0;0;0;0;0;0;0
fringe;frans;0;0;0;0;0;0;0;0;0;0
fringed;;0;0;0;0;0;0;0;0;0;0
frisky;;1;0;0;1;0;0;1;0;1;0
frivolous;;0;1;0;0;0;0;0;0;0;0
frock;;0;0;0;0;0;0;0;0;0;0
frog;;0;0;0;0;0;0;0;0;0;0
frolic;;1;0;0;0;0;0;1;0;0;0
front;;0;0;0;0;0;0;0;0;0;0
frontage;;0;0;0;0;0;0;0;0;0;0
frontal;;0;0;0;0;0;0;0;0;0;0
frontier;;0;0;0;0;0;0;0;0;0;0
fronting;;0;0;0;0;0;0;0;0;0;0
frontispiece;;0;0;0;0;0;0;0;0;0;0
frost;Frost;0;0;0;0;0;0;0;0;0;0
frostbite;;0;1;0;0;0;0;0;0;0;0
frosted;;0;0;0;0;0;0;0;0;0;0
frosty;;0;0;0;0;0;0;0;0;0;0
froth;;0;1;0;0;0;0;0;0;0;0
frothy;;0;0;0;0;0;0;0;0;0;0
frown;;0;1;0;0;0;0;0;1;0;0
frowning;;0;1;1;0;1;0;0;1;0;0
frozen;frusen;0;0;0;0;0;0;0;0;0;0
frugal;sparsam;1;0;0;0;0;0;0;0;0;0
fruit;;0;0;0;0;0;0;0;0;0;0
fruitful;;1;0;0;0;0;0;0;0;0;0
fruition;;0;0;0;0;0;0;0;0;0;0
fruitless;;0;1;0;0;0;0;0;1;0;0
frustrate;omintetgöra;0;1;1;0;1;0;0;1;0;0
frustrated;;0;1;1;0;0;0;0;0;0;0
frustration;;0;1;1;0;0;0;0;0;0;0
fry;;0;0;0;0;0;0;0;0;0;0
fudge;fudge;0;1;0;0;0;0;0;0;0;0
fuel;;0;0;0;0;0;0;0;0;0;0
fugitive;;0;1;1;0;1;1;0;1;0;1
fulcrum;;0;0;0;0;0;0;0;0;0;0
fulfill;;1;0;0;0;0;0;1;0;0;0
fulfillment;;1;0;0;1;0;0;1;0;0;1
full;;1;0;0;0;0;0;0;0;0;0
fullness;;0;0;0;0;0;0;0;0;0;0
fully;;1;0;0;0;0;0;0;0;0;1
fumble;;0;1;0;0;0;0;0;0;0;0
fume;;0;1;0;0;0;0;0;0;0;0
fumigation;;0;0;0;0;0;0;0;0;0;0
fuming;;0;1;1;0;0;0;0;0;0;0
fun;gyckel;1;0;0;1;0;0;1;0;0;0
function;;0;0;0;0;0;0;0;0;0;0
functional;;0;0;0;0;0;0;0;0;0;0
fund;fond;0;0;0;0;0;0;0;0;0;0
fundamental;;1;0;0;0;0;0;0;0;0;1
fundamentally;;0;0;0;0;0;0;0;0;0;0
funds;;0;0;0;0;0;0;0;0;0;0
funeral;begravning;0;0;0;0;0;0;0;1;0;0
fungus;;0;1;0;0;1;0;0;0;0;0
funk;;0;1;0;0;0;0;0;1;0;0
funnel;;0;0;0;0;0;0;0;0;0;0
fur;;0;0;0;0;0;0;0;0;0;0
furious;;0;1;1;0;1;0;0;0;0;0
furiously;;0;0;1;0;0;0;0;0;0;0
furlough;;0;0;0;0;0;0;0;0;0;0
furnace;;0;0;1;0;0;0;0;0;0;0
furnish;;0;0;0;0;0;0;0;0;0;0
furniture;;0;0;0;0;0;0;0;0;0;0
furor;;0;1;1;0;0;0;0;0;0;0
furrow;;0;0;0;0;0;0;0;1;0;0
furtherance;;0;0;0;0;0;0;0;0;0;0
fury;;0;1;1;0;0;1;0;1;0;0
fuse;;1;0;0;0;0;0;0;0;0;1
fusion;;1;0;0;0;0;0;0;0;0;0
fuss;;0;1;1;0;0;0;0;1;0;0
fussy;;0;1;0;0;1;0;0;0;0;0
futile;meningslös;0;1;0;0;0;0;0;1;0;0
futility;meningslöshet;0;1;0;0;0;0;0;0;0;0
future;;0;0;0;0;0;0;0;0;0;0
fuzz;;0;0;0;0;0;0;0;0;0;0
fuzzy;;0;0;0;0;0;0;0;0;0;0
gaby;;0;1;0;0;1;0;0;0;0;0
gag;;0;1;0;0;1;0;0;0;0;0
gage;;0;0;0;0;0;0;0;0;0;1
gaggle;;0;0;0;0;0;0;0;0;0;0
gain;;1;0;0;1;0;0;1;0;0;0
gainful;;0;0;0;0;0;0;0;0;0;0
gaining;;1;0;0;0;0;0;0;0;0;0
gait;;0;0;0;0;0;0;0;0;0;0
gala;;0;0;0;0;0;0;0;0;0;0
galaxy;;0;0;0;0;0;0;0;0;0;0
gale;;0;0;0;0;0;0;0;0;0;0
gall;galla;0;1;1;0;1;0;0;0;0;0
gallant;;1;0;0;0;0;0;0;0;0;0
gallantry;;1;0;0;0;0;0;0;0;0;0
gallery;;0;0;0;0;0;0;0;0;0;0
galley;;0;0;0;0;0;0;0;0;0;0
gallop;;0;0;0;0;0;0;0;0;0;0
galloping;;0;0;0;0;0;0;0;0;0;0
gallows;;0;1;1;0;0;1;0;1;0;0
galore;;1;0;0;0;0;0;0;0;0;0
galvanic;;0;0;0;0;0;0;0;0;0;0
gamble;;0;1;0;0;0;0;0;0;0;0
gambler;;0;1;0;1;0;0;0;0;1;0
gambling;;0;1;0;1;0;0;0;0;1;0
game;spel;0;0;0;0;0;0;0;0;0;0
gaming;;0;0;0;0;0;0;0;0;0;0
gammon;;0;0;0;0;0;0;0;0;0;0
gamut;;0;0;0;0;0;0;0;0;0;0
gander;;0;0;0;0;0;0;0;0;0;0
gang;gäng;0;1;1;0;0;1;0;0;0;0
gaol;;0;1;0;0;0;0;0;0;0;0
gap;;0;1;0;0;0;0;0;0;0;0
gape;;0;0;0;0;0;0;0;0;1;0
gaping;;0;0;0;0;0;0;0;0;0;0
garage;;0;0;0;0;0;0;0;0;0;0
garb;dräkt;0;0;0;0;0;0;0;0;0;0
garbage;;0;1;0;0;1;0;0;0;0;0
garbled;;0;0;0;0;0;0;0;0;0;0
garden;;1;0;0;0;0;0;1;0;0;0
gardener;;0;0;0;0;0;0;0;0;0;0
gardening;;0;0;0;0;0;0;0;0;0;0
garish;;0;1;0;0;1;0;0;0;1;0
garlic;;0;0;0;0;0;0;0;0;0;0
garment;;0;0;0;0;0;0;0;0;0;0
garner;;0;0;0;0;0;0;0;0;0;0
garnet;;1;0;0;0;0;0;0;0;0;0
garnish;;0;1;0;0;0;0;0;0;0;0
garrison;;1;0;0;0;0;0;0;0;0;1
garter;;0;0;0;0;0;0;0;0;0;0
gas;;0;0;0;0;0;0;0;0;0;0
gaseous;;0;0;0;0;0;0;0;0;0;0
gash;;0;1;0;0;0;1;0;0;0;0
gasification;;0;0;0;0;0;0;0;0;0;0
gasoline;bensin;0;0;0;0;0;0;0;0;0;0
gasp;;0;0;0;0;0;0;0;0;1;0
gasping;;0;1;0;0;0;1;0;0;0;0
gastric;;0;0;0;0;0;0;0;0;0;0
gastronomy;;0;0;0;0;0;0;0;0;0;0
gate;;0;0;0;0;0;0;0;0;0;1
gateway;;0;0;0;0;0;0;0;0;0;1
gather;;0;0;0;0;0;0;0;0;0;0
gatherer;;0;0;0;0;0;0;0;0;0;0
gathering;;0;0;0;0;0;0;0;0;0;0
gauche;;0;1;0;0;0;0;0;0;0;0
gauge;;0;0;0;0;0;0;0;0;0;0
gauging;;0;0;0;0;0;0;0;0;0;1
gaunt;;0;1;0;0;0;0;0;0;0;0
gauntlet;;0;0;0;0;0;0;0;0;0;0
gauze;;0;0;0;0;0;0;0;0;0;0
gavel;;0;0;0;0;0;0;0;0;0;0
gawk;;0;0;0;0;0;0;0;0;1;0
gaze;;0;0;0;0;0;0;0;0;0;0
gazebo;;0;0;0;0;0;0;0;0;0;0
gazelle;;0;0;0;0;0;0;0;0;0;0
gazette;;1;0;0;0;0;0;0;0;0;1
gazetteer;;0;0;0;0;0;0;0;0;0;0
gear;;1;0;0;0;0;0;0;0;0;0
gel;;0;0;0;0;0;0;0;0;0;0
gelatin;;0;0;0;0;1;0;0;0;0;0
geld;;0;0;0;0;0;0;0;0;0;0
gelding;;0;0;0;0;0;0;0;0;0;0
gem;;1;0;0;0;0;0;1;0;0;0
gemini;;0;0;0;0;0;0;0;0;0;0
gender;;0;0;0;0;0;0;0;0;0;0
genealogy;;0;0;0;0;0;0;0;0;0;0
general;;1;0;0;0;0;0;0;0;0;1
generality;;0;0;0;0;0;0;0;0;0;0
generalization;;0;0;0;0;0;0;0;0;0;0
generally;;0;0;0;0;0;0;0;0;0;0
generate;;0;0;0;0;0;0;0;0;0;0
generation;;0;0;0;0;0;0;0;0;0;0
generative;;0;0;0;0;0;0;0;0;0;0
generator;;0;0;0;0;0;0;0;0;0;0
generic;;0;0;0;0;0;0;0;0;0;0
generosity;;1;0;0;1;0;0;1;0;1;1
generous;;1;0;0;0;0;0;1;0;0;1
genesis;;0;0;0;0;0;0;0;0;0;0
genetic;;0;0;0;0;0;0;0;0;0;0
genetics;;0;0;0;0;0;0;0;0;0;0
genial;;1;0;0;0;0;0;1;0;0;0
genital;;0;0;0;0;0;0;0;0;0;0
genius;;1;0;0;0;0;0;0;0;0;0
genre;;0;0;0;0;0;0;0;0;0;0
gent;gent;0;1;1;0;1;1;0;0;0;0
genteel;;1;0;0;0;0;0;0;0;0;0
gentleman;;1;0;0;0;0;0;0;0;0;1
gentleness;;1;0;0;0;0;0;0;0;0;0
gentry;;1;0;0;0;0;0;0;0;0;1
genuine;;1;0;0;0;0;0;0;0;0;1
genus;;0;0;0;0;0;0;0;0;0;0
geography;;0;0;0;0;0;0;0;0;0;0
geology;;0;0;0;0;0;0;0;0;0;0
geometry;;0;0;0;0;0;0;0;0;0;0
geranium;;1;0;0;0;0;0;0;0;0;0
geriatric;;0;1;0;0;0;0;0;1;0;0
germ;;0;0;0;1;1;0;0;0;0;0
german;tysk;0;0;0;0;0;0;0;0;0;0
germane;;0;0;0;0;0;0;0;0;0;0
germinate;;0;0;0;0;0;0;0;0;0;0
germination;;0;0;0;1;0;0;0;0;0;0
gestation;;0;0;0;0;0;0;0;0;0;0
gesture;;0;0;0;0;0;0;0;0;0;0
ghastly;;0;1;0;0;1;1;0;0;0;0
ghetto;;0;1;0;0;1;1;0;1;0;0
ghost;;0;0;0;0;0;1;0;0;0;0
ghostly;;0;1;0;0;0;1;0;0;0;0
giant;jätte;0;0;0;0;0;1;0;0;0;0
gibberish;;0;1;1;0;0;0;0;0;0;0
gift;;1;0;0;1;0;0;1;0;1;0
gifted;;1;0;0;0;0;0;0;0;0;0
gig;spelning;0;0;0;0;0;0;0;0;0;0
gigantic;;1;0;0;0;0;0;0;0;0;0
giggle;;1;0;0;0;0;0;1;0;0;0
gill;;0;0;0;0;0;0;0;0;0;0
gills;;0;0;0;0;0;0;0;0;0;0
gilt;;0;0;0;0;0;0;0;0;0;0
gimp;;0;0;0;0;0;0;0;0;0;0
gin;;0;0;0;0;0;0;0;0;0;0
ginger;ingefära;0;0;0;0;0;0;0;0;0;0
gingerbread;pepparkaka;0;0;0;0;0;0;0;0;0;0
gingerly;;0;0;0;0;0;0;0;0;0;0
giraffe;;0;0;0;0;0;0;0;0;0;0
girder;;1;0;0;0;0;0;0;0;0;1
girdle;;0;0;0;0;0;0;0;0;0;0
girl;flicka;0;0;0;0;0;0;0;0;0;0
girth;;0;0;0;0;0;0;0;0;0;0
gist;;0;0;0;0;0;0;0;0;0;0
giving;;1;0;0;0;0;0;0;0;0;0
glabrous;;0;0;0;0;0;0;0;0;0;0
glacial;;0;1;0;0;0;0;0;0;0;0
glacier;;0;0;0;0;0;0;0;0;0;0
glad;;1;0;0;1;0;0;1;0;0;0
glade;;0;0;0;0;0;0;0;0;0;0
gladiator;;0;0;0;0;0;1;0;0;0;0
gladness;;1;0;0;0;0;0;1;0;0;0
glance;;0;0;0;0;0;0;0;0;0;0
glare;;0;1;1;0;0;1;0;0;0;0
glaring;;0;1;1;0;0;0;0;0;0;0
glass;;0;0;0;0;0;0;0;0;0;0
glasses;;0;0;0;0;0;0;0;0;0;0
glassware;;0;0;0;0;0;0;0;0;0;0
glaze;;0;0;0;0;0;0;0;0;0;0
gleam;;0;0;0;0;0;0;0;0;0;0
glean;;0;0;0;0;0;0;0;0;0;0
glee;;1;0;0;0;0;0;1;0;0;0
glen;;0;0;0;0;0;0;0;0;0;0
glib;;0;1;0;0;0;0;0;0;0;0
glide;;1;0;0;1;0;0;1;0;0;0
glimmer;;1;0;0;1;0;0;1;0;1;0
glimpse;;0;0;0;0;0;0;0;0;0;0
glint;;0;0;0;0;0;0;0;0;0;0
glitter;;0;0;0;0;1;0;1;0;0;0
glittering;;1;0;0;0;0;0;0;0;0;0
globe;klot;0;0;0;0;0;0;0;0;0;0
globular;;0;0;0;0;0;0;0;0;0;0
gloom;;0;1;0;0;0;0;0;1;0;0
gloomy;;0;1;0;0;0;0;0;1;0;0
glorification;;1;0;0;0;0;0;1;0;0;0
glorify;;1;0;0;1;0;0;1;0;1;1
glory;härlighet;1;0;0;1;0;0;1;0;0;1
gloss;;1;0;0;0;0;0;0;0;0;0
glossary;;0;0;0;0;0;0;0;0;0;0
glossy;;0;0;0;0;0;0;0;0;0;0
glove;handske;0;0;0;0;0;0;0;0;0;0
glow;;1;0;0;1;0;0;1;0;0;1
glowing;;1;0;0;0;0;0;0;0;0;0
glucose;;0;0;0;0;0;0;0;0;0;0
glue;;0;0;0;0;0;0;0;0;0;0
glum;;0;1;0;0;0;0;0;1;0;0
glut;;0;1;0;0;1;0;0;0;0;0
gluten;;0;0;0;0;0;0;0;0;0;0
gluttony;;0;1;0;0;1;0;0;0;0;0
glycerin;;0;0;0;0;0;0;0;0;0;0
gnat;;0;0;0;0;0;0;0;0;0;0
gnome;;0;1;1;0;1;1;0;0;0;0
goat;get;0;0;0;0;0;0;0;0;0;0
goatee;;0;0;0;0;0;0;0;0;0;0
gob;;0;0;0;0;1;0;0;0;0;0
gobble;;0;0;0;0;0;0;0;0;0;0
goblet;;0;0;0;0;0;0;0;0;0;0
goblin;;0;1;0;0;1;1;0;0;0;0
god;gud;1;0;0;1;0;1;1;0;0;1
goddess;;0;0;0;0;0;0;0;0;0;0
godfather;;0;0;0;0;0;0;0;0;0;0
godless;;0;1;1;0;0;0;0;0;0;0
godly;;1;0;0;0;0;0;1;0;0;1
godsend;;1;0;0;0;0;0;1;0;1;0
goggle;;0;0;0;0;0;0;0;0;0;0
goggles;;0;0;0;0;0;0;0;0;0;0
gold;guld-;1;0;0;0;0;0;0;0;0;0
golden;gyllene;0;0;0;0;0;0;0;0;0;0
golf;;0;0;0;0;0;0;0;0;0;0
gondola;;0;0;0;0;0;0;0;0;0;0
gong;;0;0;0;0;0;0;0;0;0;0
gonorrhea;;0;1;1;0;1;1;0;1;0;0
goo;goo;0;1;0;0;1;0;0;0;0;0
good;bra;1;0;0;1;0;0;1;0;1;1
goodbye;adjö;0;0;0;0;0;0;0;0;0;0
goodly;;1;0;0;0;0;0;0;0;0;0
goodness;;1;0;0;1;0;0;1;0;1;1
goods;;1;0;0;0;0;0;0;0;0;0
goodwill;;1;0;0;0;0;0;0;0;0;0
goody;;0;0;0;0;0;0;0;0;0;0
gooey;;0;0;0;0;0;0;0;0;0;0
goose;;0;0;0;0;0;0;0;0;0;0
gopher;;0;0;0;0;0;0;0;0;0;0
gore;;0;1;1;0;1;1;0;1;0;0
gorge;klyfta;0;1;0;0;1;0;0;0;0;0
gorgeous;underbar;1;0;0;0;0;0;1;0;0;0
gorilla;;0;1;0;0;0;0;0;0;0;0
gory;;0;1;1;0;1;1;0;1;0;0
gospel;;1;0;0;0;0;0;0;0;0;1
gossip;;0;1;0;0;0;0;0;0;0;0
gouge;;0;1;0;0;0;0;0;0;0;0
gourmet;;0;0;0;0;0;0;0;0;0;0
gout;;0;1;0;0;0;0;0;0;0;0
govern;styra;1;0;0;0;0;0;0;0;0;1
governess;;0;0;0;0;0;0;0;0;0;1
governing;;0;0;0;0;0;0;0;0;0;0
government;;0;1;0;0;0;1;0;0;0;0
governor;;0;0;0;0;0;0;0;0;0;1
gown;;0;0;0;0;0;0;0;0;0;0
grab;;0;1;1;0;0;0;0;0;0;0
grace;nåd;1;0;0;0;0;0;0;0;0;0
graceful;;1;0;0;0;0;0;0;0;0;0
gracious;;1;0;0;0;0;0;0;0;0;0
graciously;;1;0;0;0;0;0;0;0;0;0
gradation;;0;0;0;0;0;0;0;0;0;0
grade;;0;0;0;0;0;0;0;0;0;0
grader;;0;0;0;0;0;0;0;0;0;0
gradient;;0;0;0;0;0;0;0;0;0;0
gradual;;0;0;0;1;0;0;0;0;0;0
gradually;;0;0;0;0;0;0;0;0;0;0
graduation;;1;0;0;1;0;1;1;0;1;1
grain;spannmål;0;0;0;0;0;0;0;0;0;0
gram;;0;0;0;0;0;0;0;0;0;0
grammar;;0;0;0;0;0;0;0;0;0;1
grand;stor;0;0;0;0;0;0;0;0;0;0
grandchildren;;1;0;0;1;0;0;1;0;0;1
grandeur;;1;0;0;0;0;0;0;0;0;0
grandfather;;0;0;0;0;0;0;0;0;0;1
grandiose;;0;0;0;0;0;0;0;0;0;0
grandmother;mormor;1;0;0;0;0;0;0;0;0;0
grange;;0;0;0;0;0;0;0;0;0;0
granite;;0;0;0;0;0;0;0;0;0;0
grant;;1;0;0;1;0;0;1;0;0;1
granted;beviljade;1;0;0;0;0;0;0;0;0;0
grantee;;0;0;0;0;0;0;0;0;0;0
grantor;;0;0;0;0;0;0;0;0;0;0
granular;;0;0;0;0;0;0;0;0;0;0
granule;;0;0;0;0;0;0;0;0;0;0
grapes;;0;0;0;0;0;0;0;0;0;0
graphics;;0;0;0;0;0;0;0;0;0;0
grapple;;0;0;0;0;0;0;0;0;0;0
grasp;;0;0;0;0;0;0;0;0;0;0
grasping;;0;1;0;1;0;0;0;0;0;0
grass;;0;0;0;0;0;0;0;0;0;0
grasshopper;;0;0;0;0;0;0;0;0;0;0
grassy;;0;0;0;0;0;0;0;0;0;0
grate;;0;1;0;0;0;0;0;0;0;0
grated;;0;1;1;0;0;0;0;0;0;0
grateful;;1;0;0;0;0;0;0;0;0;0
gratify;;1;0;0;0;0;0;1;0;1;0
grating;;0;1;1;0;1;0;0;0;0;0
gratis;;0;0;0;0;0;0;0;0;0;0
gratitude;;1;0;0;0;0;0;1;0;0;0
gratuitous;;0;0;0;0;1;0;0;0;0;0
gratuity;;0;0;0;0;0;0;0;0;0;0
grave;;0;1;0;0;0;1;0;1;0;0
gravel;;0;0;0;0;0;0;0;0;0;0
graver;;0;0;0;0;0;0;0;0;0;0
gravitate;;0;0;0;1;0;0;0;0;0;0
gravitation;;0;0;0;0;0;0;0;0;0;0
gravity;;0;0;0;0;0;0;0;0;0;0
gravy;;0;0;0;0;0;0;0;0;0;0
gray;;0;0;0;0;1;0;0;1;0;0
graze;;0;0;0;0;0;0;0;0;0;0
grease;fett;0;0;0;0;0;0;0;0;0;0
greasy;;0;0;0;0;1;0;0;0;0;0
greater;;1;0;0;0;0;0;0;0;0;0
greatest;;0;0;0;0;0;0;0;0;0;0
greatly;;0;0;0;0;0;0;0;0;0;0
greatness;;1;0;0;0;0;0;1;0;1;1
greed;;0;1;1;0;1;0;0;0;0;0
greedy;;0;1;0;0;1;0;0;0;0;0
green;;1;0;0;0;0;0;1;0;0;1
greenhouse;;0;0;0;0;0;0;0;0;0;0
greenish;;0;0;0;0;0;0;0;0;0;0
greenwood;;0;0;0;0;0;0;0;0;0;0
greet;;0;0;0;0;0;0;0;0;0;0
greeting;;1;0;0;0;0;0;0;0;1;0
gregarious;;1;0;0;0;0;0;0;0;0;0
grenade;;0;1;0;0;0;1;0;0;0;0
grey;;0;0;0;0;0;0;0;0;0;0
greyhound;;0;0;0;0;0;0;0;0;0;0
gridiron;halster;0;0;0;0;0;0;0;0;0;0
grief;sorg;0;1;0;0;0;0;0;1;0;0
grievance;;0;1;1;0;1;0;0;1;0;0
grieve;;0;1;0;0;0;1;0;1;0;0
grievous;;0;1;1;0;0;1;0;1;0;0
griffin;;0;0;0;0;0;0;0;0;0;0
grill;;0;0;0;0;0;0;0;0;0;0
grille;;0;0;0;0;0;0;0;0;0;0
grim;;0;1;1;1;1;1;0;1;0;0
grime;;0;1;0;0;1;0;0;0;0;0
grimy;;0;1;0;0;1;0;0;0;0;0
grin;flin;1;0;0;1;0;0;1;0;1;1
grind;slipa;0;0;0;0;0;0;0;0;0;0
grinder;;0;0;0;0;0;0;0;0;0;0
grinding;slipning;0;1;0;0;0;0;0;0;0;0
grip;;0;0;0;0;0;0;0;0;0;0
grisly;;0;1;0;0;1;1;0;0;0;0
grist;;1;0;0;0;0;0;0;0;0;0
grit;;1;0;0;0;0;0;0;0;0;1
gritty;;0;0;0;0;0;0;0;0;0;0
grizzly;;0;1;0;0;0;1;0;0;0;0
groan;;0;1;0;0;1;0;0;1;0;0
